Tide Station	Longitude	Latitude	Sea level change (mm/year)	Sea level change	Sea level change	Symbol Color (rgb)	Measurement period	Link	Image
"Bundaberg| Australia"	152.3833	-24.7667	1.93	1.93+/-0.52	0.63+/-0.17	0|255|55	1966-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-073	sltbackgroundup.png
"Brisbane| Australia"	153.1667	-27.3667	1.21	1.21+/-0.59	0.4+/-0.19	0|255|55	1966-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-078	sltbackgroundup.png
"Newcastle III & V| Australia"	151.8	-32.9167	1.98	1.98+/-0.25	0.65+/-0.08	0|255|55	1925-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-135	sltbackgroundup.png
"Sydney| Fort Denison 1 & 2| Australia"	151.2258	-33.8547	0.75	0.75+/-0.1	0.25+/-0.03	0|255|55	1886-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-140	sltbackgroundup.png
"Camp Cove| Australia"	151.2833	-33.8333	0.38	0.38+/-0.47	0.13+/-0.15	0|255|55	1948-1989	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-151	sltbackgroundup.png
"Victor Harbour| Australia"	138.6354	-35.5625	1.37	1.37+/-0.6	0.45+/-0.2	0|255|55	1965-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-275	sltbackgroundup.png
"Port Adelaide (Outer Harbor)| Australia"	138.4807	-34.7798	2.36	2.36+/-0.31	0.78+/-0.1	0|255|55	1940-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-311	sltbackgroundup.png
"Port Pirie| Australia"	138.0116	-33.1776	1.08	1.08+/-0.34	0.35+/-0.11	0|255|55	1941-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-391	sltbackgroundup.png
"Port Lincoln| Australia"	135.87	-34.7159	1.94	1.94+/-0.5	0.64+/-0.16	0|255|55	1965-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-431	sltbackgroundup.png
"Bunbury| Australia"	115.66	-33.3234	1.71	1.71+/-0.6	0.56+/-0.2	0|255|55	1957-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-461	sltbackgroundup.png
"Fremantle| Australia"	115.748	-32.066	1.71	1.71+/-0.23	0.56+/-0.08	0|255|55	1897-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-471	sltbackgroundup.png
"Carnarvon| Australia"	113.651	-24.8987	2.64	2.64+/-1.16	0.86+/-0.38	0|255|55	1965-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-479	sltbackgroundup.png
"Port Hedland| Australia"	118.5744	-20.3176	2.45	2.45+/-1.4	0.81+/-0.46	0|255|55	1966-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=680-494	sltbackgroundup.png
"Auckland II| New Zealand"	174.7667	-36.85	1.29	1.29+/-0.2	0.42+/-0.07	0|255|55	1903-2000	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=690-002	sltbackgroundup.png
"Tauranga (Salisbury Wharf)| New Zealand"	176.1811	-37.641	4.03	4.03+/-0.93	1.32+/-0.3	255|255|58	1984-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=690-006	sltbackgroundup.png
"Wellington| New Zealand"	174.7833	-41.2833	2.72	2.72+/-0.25	0.89+/-0.08	0|255|55	1944-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=690-011	sltbackgroundup.png
"Port Lyttelton| New Zealand"	172.7219	-43.6056	2.76	2.76+/-0.19	0.91+/-0.06	0|255|55	1924-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=690-021	sltbackgroundup.png
"Bluff/Southland Harbour| New Zealand"	168.35	-46.6	1.66	1.66+/-0.21	0.55+/-0.07	0|255|55	1917-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=690-041	sltbackgroundup.png
"Port Taranaki| New Zealand"	174.0344	-39.0562	1.49	1.49+/-0.74	0.49+/-0.24	0|255|55	1955-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=690-081	sltbackgroundup.png
"Whangarei Harbour (Marsden Point)| New Zealand"	174.35	-35.7574	3.46	3.46+/-1.26	1.14+/-0.41	255|255|58	1964-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=690-105	sltbackgroundup.png
"Saipan| Northern Mariana Islands"	145.75	15.2333	1.68	1.68+/-1.98	0.55+/-0.65	0|255|55	1978-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=700-011	sltbackgroundup.png
"Chuuk| Federated States of Micronesia"	151.8467	7.4467	0.31	0.31+/-1.73	0.1+/-0.57	0|255|55	1947-1995	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=710-001	sltbackgroundup.png
"Kapingamarangi| Federated States Of Micronesia"	154.7833	1.1	2.92	2.92+/-2.07	0.96+/-0.68	0|255|55	1978-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=710-026	sltbackgroundup.png
"Pohnpei C| Federated States of Micronesia"	158.2002	6.9805	1.88	1.88+/-3.0	0.62+/-0.98	0|255|55	1974-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=710-032	sltbackgroundup.png
"Malakal B| Palau"	134.4667	7.3333	2.42	2.42+/-2.55	0.79+/-0.84	0|255|55	1969-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=711-021	sltbackgroundup.png
"Nauru-B"	166.91	-0.5294	3.04	3.04+/-2.59	1.0+/-0.85	255|255|58	1974-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=715-002	sltbackgroundup.png
"Majuro C| Marshall Islands"	171.3728	7.106	3.53	3.53+/-1.8	1.16+/-0.59	255|255|58	1968-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=720-017	sltbackgroundup.png
"Betio| Kiribati"	172.933	1.3651	2.37	2.37+/-3.55	0.78+/-1.17	0|255|55	1974-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=730-009	sltbackgroundup.png
"Funafuti B| Tuvalu"	179.1952	-8.5025	3.33	3.33+/-3.09	1.09+/-1.01	255|255|58	1977-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=732-012	sltbackgroundup.png
"Honiara B| Solomon Islands"	159.9554	-9.4289	2.19	2.19+/-3.98	0.72+/-1.31	0|255|55	1974-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=734-004	sltbackgroundup.png
"Suva-B| Fiji"	178.4275	-18.1325	7.18	7.18+/-1.81	2.36+/-0.6	255|115|31	1972-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=742-014	sltbackgroundup.png
"Kanton Island B| Kiribati"	-171.7167	-2.8167	1.17	1.17+/-1.36	0.38+/-0.44	0|255|55	1949-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=750-012	sltbackgroundup.png
"Johnston Island| USA"	-169.53	16.738	1.03	1.03+/-0.41	0.34+/-0.13	0|255|55	1947-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=760-011	sltbackgroundup.png
"French Frigate Shoals B| USA"	-166.2883	23.8683	1.92	1.92+/-1.94	0.63+/-0.64	0|255|55	1974-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=760-017	sltbackgroundup.png
"Christmas Island II| Kiribati"	-157.4833	1.9833	0.94	0.94+/-1.95	0.31+/-0.64	0|255|55	1956-2015	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=770-022	sltbackgroundup.png
"Penrhyn| Cook Islands"	-158.0667	-9.0167	2.25	2.25+/-1.55	0.74+/-0.51	0|255|55	1977-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=775-001	sltbackgroundup.png
"Papeete-B| Fare Ute Point| French Polynesia"	-149.5667	-17.5333	2.6	2.6+/-0.78	0.85+/-0.26	0|255|55	1976-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=780-011	sltbackgroundup.png
"Nuku Hiva| French Polynesia"	-140.0833	-8.9333	1.6	1.6+/-2.55	0.52+/-0.84	0|255|55	1982-2012	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=805-011	sltbackgroundup.png
"Rikitea| French Polynesia"	-134.95	-23.1333	2.09	2.09+/-0.58	0.69+/-0.19	0|255|55	1969-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=808-001	sltbackgroundup.png
"Easter Island E| Chile"	-109.45	-27.15	0.03	0.03+/-0.89	0.01+/-0.29	0|255|55	1970-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=810-003	sltbackgroundup.png
"Prince Rupert| Canada"	-130.3333	54.3167	1.13	1.13+/-0.22	0.37+/-0.07	0|255|55	1909-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-001	sltbackgroundup.png
"Queen Charlotte City| Canada"	-132.0667	53.25	0.28	0.28+/-0.47	0.09+/-0.15	0|255|55	1957-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-008	sltbackgroundup.png
"Bella Bella| Canada"	-128.1333	52.1667	0.0	0.0+/-0.53	0.0+/-0.17	0|255|55	1961-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-016	sltbackgroundup.png
"Port Hardy| Canada"	-127.4833	50.7167	-0.51	-0.51+/-0.55	-0.17+/-0.18	0|0|250	1964-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-020	sltbackgrounddown.png
"Campbell River| Canada"	-125.2333	50.0167	-1.66	-1.66+/-0.66	-0.54+/-0.22	0|0|250	1965-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-027	sltbackgrounddown.png
"Point Atkinson| Canada"	-123.25	49.3333	0.98	0.98+/-0.23	0.32+/-0.07	0|255|55	1914-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-051	sltbackgroundup.png
"Vancouver| Canada"	-123.1167	49.2833	0.53	0.53+/-0.21	0.17+/-0.07	0|255|55	1909-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-071	sltbackgroundup.png
"Patricia Bay| Canada"	-123.45	48.65	0.87	0.87+/-0.9	0.28+/-0.29	0|255|55	1976-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-098	sltbackgroundup.png
"Victoria| Canada"	-123.3667	48.4167	0.76	0.76+/-0.18	0.25+/-0.06	0|255|55	1909-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-101	sltbackgroundup.png
"Bamfield| Canada"	-125.1333	48.85	0.0	0.0+/-0.74	0.0+/-0.24	0|255|55	1969-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-108	sltbackgroundup.png
"Tofino| Canada"	-125.9167	49.15	-1.22	-1.22+/-0.26	-0.4+/-0.08	0|0|250	1909-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=822-116	sltbackgrounddown.png
"Ensenada| Mexico"	-116.633	31.85	2.34	2.34+/-1.36	0.77+/-0.45	0|255|55	1956-1990	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=830-001	sltbackgroundup.png
"Cabo San Lucas| Mexico"	-109.9	22.8833	1.69	1.69+/-3.41	0.55+/-1.12	0|255|55	1973-2003	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=830-020	sltbackgroundup.png
"La Paz| Mexico"	-110.35	24.1667	1.62	1.62+/-1.48	0.53+/-0.48	0|255|55	1952-1984	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=830-021	sltbackgroundup.png
"Guaymas| Mexico"	-110.9	27.9167	4.08	4.08+/-1.23	1.34+/-0.4	255|255|58	1952-1989	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=830-031	sltbackgroundup.png
"Acapulco| Mexico"	-99.9167	16.8333	7.47	7.47+/-2.1	2.45+/-0.69	255|115|31	1967-2012	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=830-081	sltbackgroundup.png
"Salina Cruz| Mexico"	-95.2	16.1667	1.02	1.02+/-1.32	0.33+/-0.43	0|255|55	1952-1990	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=830-091	sltbackgroundup.png
"Acajutla| El Salvador"	-89.8333	13.5667	2.37	2.37+/-2.51	0.78+/-0.82	0|255|55	1962-2001	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=833-011	sltbackgroundup.png
"Balboa| Panama"	-79.5667	8.9667	1.43	1.43+/-0.21	0.47+/-0.07	0|255|55	1908-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=840-011	sltbackgroundup.png
"La Libertad II| Ecuador"	-80.9167	-2.2	-1.22	-1.22+/-0.96	-0.4+/-0.31	0|0|250	1948-2003	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=845-012	sltbackgrounddown.png
"Baltra| Ecuador"	-90.2833	-0.4333	2.18	2.18+/-2.98	0.71+/-0.98	0|255|55	1985-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=845-034	sltbackgroundup.png
"Callao| Peru"	-77.15	-12.05	-0.35	-0.35+/-1.22	-0.11+/-0.4	0|0|250	1970-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=848-032	sltbackgrounddown.png
"Arica| Chile"	-70.3333	-18.4667	-1.42	-1.42+/-1.38	-0.47+/-0.45	0|0|250	1950-1991	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=850-001	sltbackgrounddown.png
"Iquique| Chile"	-70.1478	-20.2044	-0.61	-0.61+/-1.3	-0.2+/-0.43	0|0|250	1984-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=850-007	sltbackgrounddown.png
"Antofagasta| Chile"	-70.4	-23.65	-0.85	-0.85+/-0.36	-0.28+/-0.12	0|0|250	1945-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=850-012	sltbackgrounddown.png
"Caldera| Chile"	-70.8333	-27.0667	3.01	3.01+/-0.73	0.99+/-0.24	255|255|58	1950-1991	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=850-021	sltbackgroundup.png
"Juan Fernandez| Chile"	-78.8297	-33.6358	0.25	0.25+/-1.74	0.08+/-0.57	0|255|55	1985-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=850-039	sltbackgroundup.png
"Talcahuano| Chile"	-73.1	-36.6833	0.55	0.55+/-0.57	0.18+/-0.19	0|255|55	1949-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=850-041	sltbackgroundup.png
"Corral| Chile"	-73.4228	-39.8783	-1.9	-1.9+/-1.67	-0.62+/-0.55	0|0|250	1985-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=850-048	sltbackgrounddown.png
"Ushuaia II| Argentina"	-68.2167	-54.8167	-2.15	-2.15+/-0.82	-0.7+/-0.27	0|0|250	1957-2006	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=860-002	sltbackgrounddown.png
"Puerto Deseado| Argentina"	-65.9167	-47.75	1.34	1.34+/-0.95	0.44+/-0.31	0|255|55	1970-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=860-011	sltbackgroundup.png
"Puerto Madryn| Argentina"	-65.0333	-42.7667	1.5	1.5+/-0.78	0.49+/-0.25	0|255|55	1944-2000	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=860-031	sltbackgroundup.png
"Quequen| Argentina"	-58.7	-38.5833	0.85	0.85+/-0.3	0.28+/-0.1	0|255|55	1918-1982	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=860-081	sltbackgroundup.png
"Mar Del Plata	-38.0333	0.13	0.9607	0.9607+/-1.31	0.4+/-0.43	0|255|55	(Naval Base), Argentina"-1957	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=860-101	sltbackgroundup.png
"Buenos Aires| Argentina"	-58.3667	-34.6	1.57	1.57+/-0.3	0.51+/-0.1	0|255|55	1905-1987	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=860-151	sltbackgroundup.png
"Palermo| Argentina"	-58.4	-34.5667	1.93	1.93+/-0.54	0.63+/-0.18	0|255|55	1957-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=860-161	sltbackgroundup.png
"Stanley II| Falkland Islands"	-57.8167	-51.6833	0.67	0.67+/-0.47	0.22+/-0.16	0|255|55	1964-2013	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=863-002	sltbackgroundup.png
"Montevideo| Uruguay"	-56.25	-34.9	1.07	1.07+/-0.49	0.35+/-0.16	0|255|55	1938-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=870-011	sltbackgroundup.png
"Punta del Este| Uruguay"	-54.95	-34.9667	3.62	3.62+/-1.65	1.19+/-0.54	255|255|58	1964-1993	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=870-021	sltbackgroundup.png
"La Paloma| Uruguay"	-54.15	-34.65	1.42	1.42+/-0.68	0.47+/-0.22	0|255|55	1955-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=870-031	sltbackgroundup.png
"Cananeia| Brazil"	-47.9333	-25.0167	4.2	4.2+/-0.62	1.38+/-0.2	255|255|58	1954-2006	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=874-051	sltbackgroundup.png
"Ilha Fiscal| Brazil"	-43.1667	-22.9	2.35	2.35+/-1.05	0.77+/-0.34	0|255|55	1963-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=874-092	sltbackgroundup.png
"Cartagena| Colombia"	-75.55	10.4	5.31	5.31+/-0.37	1.74+/-0.12	255|255|58	1949-1992	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=902-021	sltbackgroundup.png
"Cristobal| Panama"	-79.9167	9.35	1.41	1.41+/-0.21	0.46+/-0.07	0|255|55	1909-1980	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=904-011	sltbackgroundup.png
"Fort-de-France| Martinique"	-61.0632	14.6015	2.43	2.43+/-0.74	0.8+/-0.24	0|255|55	1976-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=912-021	sltbackgroundup.png
"Progreso| Mexico"	-89.6667	21.3	3.69	3.69+/-0.78	1.21+/-0.26	255|255|58	1952-2013	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=920-001	sltbackgroundup.png
"Ciudad del Carmen| Mexico"	-91.85	18.6333	3.6	3.6+/-0.94	1.18+/-0.31	255|255|58	1956-1988	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=920-011	sltbackgroundup.png
"Coatzacoalcos| Mexico"	-94.4167	18.15	2.86	2.86+/-1.06	0.94+/-0.35	0|255|55	1952-1987	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=920-021	sltbackgroundup.png
"Tuxpan| Mexico"	-97.3333	21.0	2.64	2.64+/-1.45	0.87+/-0.48	0|255|55	1958-1990	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=920-051	sltbackgroundup.png
"Gibara| Cuba"	-76.1333	21.1167	2.57	2.57+/-0.82	0.84+/-0.27	0|255|55	1974-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=930-031	sltbackgroundup.png
"Guantanamo Bay| Cuba"	-75.1467	19.9067	1.65	1.65+/-0.78	0.54+/-0.26	0|255|55	1937-1971	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=930-051	sltbackgroundup.png
"Casilda| Cuba"	-79.9917	21.7533	1.76	1.76+/-0.99	0.58+/-0.32	0|255|55	1979-2017	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=930-065	sltbackgroundup.png
"Cabo San Antonio| Cuba"	-84.9	21.9	4.21	4.21+/-0.99	1.38+/-0.33	255|255|58	1971-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=930-071	sltbackgroundup.png
"Settlement Point A| Bahamas"	-78.9833	26.6833	3.2	3.2+/-2.43	1.05+/-0.8	255|255|58	1985-2016	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=941-002	sltbackgroundup.png
"Saint John| N.B.| Canada"	-66.0667	45.2667	2.13	2.13+/-0.18	0.7+/-0.06	0|255|55	1896-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-001	sltbackgroundup.png
"Yarmouth| Canada"	-66.1333	43.8333	3.73	3.73+/-0.42	1.22+/-0.14	255|255|58	1965-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-007	sltbackgroundup.png
"Halifax| Canada"	-63.5833	44.6667	3.19	3.19+/-0.13	1.05+/-0.04	255|255|58	1895-2014	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-011	sltbackgroundup.png
"North Sydney| Canada"	-60.25	46.2167	3.84	3.84+/-0.43	1.26+/-0.14	255|255|58	1970-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-016	sltbackgroundup.png
"Charlottetown| Canada"	-63.1167	46.2333	3.24	3.24+/-0.15	1.06+/-0.05	255|255|58	1911-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-031	sltbackgroundup.png
"Lower Escuminac| Canada"	-64.8833	47.0833	3.09	3.09+/-0.45	1.01+/-0.15	255|255|58	1973-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-040	sltbackgroundup.png
"Riviere-Au-Renard| Canada"	-64.3833	49.0	1.01	1.01+/-0.47	0.33+/-0.15	0|255|55	1968-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-054	sltbackgroundup.png
"Pointe-Au-Pere| Canada"	-68.4667	48.5167	-0.37	-0.37+/-0.39	-0.12+/-0.13	0|0|250	1900-1983	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-061	sltbackgrounddown.png
"St-Francois| Canada"	-70.8167	47.0	0.37	0.37+/-0.64	0.12+/-0.21	0|255|55	1962-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-068	sltbackgroundup.png
"Quebec| Canada"	-71.1667	46.8333	-0.16	-0.16+/-0.44	-0.05+/-0.14	0|0|250	1910-2012	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-071	sltbackgrounddown.png
"Neuville| Canada"	-71.5667	46.7	0.3	0.3+/-0.63	0.1+/-0.21	0|255|55	1914-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-089	sltbackgroundup.png
"Sept-Iles| Canada"	-66.4	50.2	0.55	0.55+/-0.59	0.18+/-0.19	0|255|55	1972-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-099	sltbackgroundup.png
"Port Aux Basques| Canada"	-59.1333	47.5667	2.73	2.73+/-0.28	0.9+/-0.09	0|255|55	1959-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-111	sltbackgroundup.png
"Argentia| Canada"	-53.9833	47.3	2.55	2.55+/-0.44	0.84+/-0.14	0|255|55	1971-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-116	sltbackgroundup.png
"St. Johns| NFLD| Canada"	-52.7167	47.5667	2.1	2.1+/-0.37	0.69+/-0.12	0|255|55	1935-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-121	sltbackgroundup.png
"Churchill| Canada"	-94.1833	58.7667	-9.21	-9.21+/-0.49	-3.02+/-0.16	103|0|214	1940-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-141	sltbackgrounddown.png
"Alert| Canada"	-62.32	82.49	-2.34	-2.34+/-1.07	-0.77+/-0.35	0|0|250	1969-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-162	sltbackgrounddown.png
"Tuktoyaktuk| Canada"	-132.9667	69.4167	2.75	2.75+/-1.07	0.9+/-0.35	0|255|55	1961-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=970-211	sltbackgroundup.png
"Bahia Esperanza| Antarctica"	-56.9167	-63.3	-4.82	-4.82+/-2.45	-1.58+/-0.8	0|255|255	1961-1993	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=999-001	sltbackgrounddown.png
"Argentine Islands| Antarctica"	-64.2667	-65.25	1.29	1.29+/-0.35	0.42+/-0.11	0|255|55	1958-2018	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=999-003	sltbackgroundup.png
"Nawiliwili| HI"	-159.3561	21.9544	1.78	1.78+/-0.41	0.58+/-0.14	0|255|55	1955-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1611400	sltbackgroundup.png
"Honolulu| HI"	-157.867	21.3067	1.55	1.55+/-0.21	0.51+/-0.07	0|255|55	1905-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1612340	sltbackgroundup.png
"Mokuoloe| HI"	-157.79	21.4331	1.69	1.69+/-0.53	0.55+/-0.18	0|255|55	1957-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1612480	sltbackgroundup.png
"Kahului| HI"	-156.4767	20.895	2.3	2.3+/-0.4	0.76+/-0.13	0|255|55	1947-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1615680	sltbackgroundup.png
"Hilo| HI"	-155.0556	19.7303	3.17	3.17+/-0.29	1.04+/-0.1	255|255|58	1927-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1617760	sltbackgroundup.png
"Midway Atoll"	-177.36	28.2117	1.42	1.42+/-0.4	0.47+/-0.13	0|255|55	1947-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1619910	sltbackgroundup.png
"Apra Harbor| Guam"	144.6564	13.4434	3.74	3.74+/-3.58	1.23+/-1.17	255|255|58	1993-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1630000	sltbackgroundup.png
"Pago Pago| American Samoa"	-170.6894	-14.2767	2.41	2.41+/-0.8	0.79+/-0.26	0|255|55	1948-2009	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1770000	sltbackgroundup.png
"Kwajalein| Marshall Islands"	167.7361	8.7317	1.98	1.98+/-0.65	0.65+/-0.21	0|255|55	1946-2020	https://tidesandcurrents.noaa.gov/sltrends/sltrends_station.shtml?id=1820000	sltbackgroundup.png
